id,age,category_id,college,depth_position,depth_rank,dob,espn_id,experience,first_name,height,is_active,is_rookie,last_name,league_id,name,number,position,position_group,race,role_id,slug,sports_reference_id,team_id,url,weight,yahoo_id,ast,ast_pct,blk,blk_pct,date,draft_kings_fp,draft_kings_ratio,draft_kings_salary,draft_street_daily_fp,draft_street_daily_ratio,draft_street_daily_salary,draftday_fp,draftday_ratio,draftday_salary,draftster_fp,draftster_ratio,draftster_salary,dreb,dreb_pct,drtg,efg,fanduel_fp,fanduel_ratio,fanduel_salary,fantasy_aces_fp,fantasy_aces_ratio,fantasy_aces_salary,fantasy_feud_fp,fantasy_feud_ratio,fantasy_feud_salary,fantasy_score_fp,fantasy_score_ratio,fantasy_score_salary,fanthrowdown_fp,fanthrowdown_ratio,fanthrowdown_salary,fga,fgm,fta,ftm,game_play_probability,game_start,minutes,nba_game_id,nba_team_id,nerd,opponent_id,oreb,oreb_pct,ortg,p3a,p3m,pf,pts,season,star_street_fp,star_street_ratio,star_street_salary,stl,stl_pct,tov,tov_pct,treb,treb_pct,ts,usg,yahoo_fp,yahoo_ratio,yahoo_salary
2340,19,0,,SF,3,1995-12-09,3133603,0,Kelly,79,True,True,Oubre,3721,Kelly Oubre,0,SF,2,0,0,kelly-oubre,oubreke01,30,,205,5475,0.9,0.10099999999999999,0.0,0.006999999999999999,2015-11-21,7.53,0.0,0,5.53,0.0,0,6.78,0.0,0,7.08,2.36,3000,1.2,0.11800000000000001,104.9,0.654,7.03,2.01,3500,7.13,2.38,3000,5.53,0.22,25000,7.48,3.4,2200,7.18,0.0,0,3.8,1.7,1.2,0.1,0.28,0.03,11.6,19580,30,-3.54,8,0.7,0.039,89.8,1.6,0.1,1.2,3.9,2016,6.9,0.0,0,0.1,0.008,0.7,0.115,1.9,0.087,0.474,18.7,7.08,0.0,0
2342,18,0,,PG,3,1996-08-16,3137733,0,Rashad,78,True,True,Vaughn,3731,Rashad Vaughn,0,SG,3,0,0,rashad-vaughn,vaughra01,16,,210,5477,0.1,0.057999999999999996,0.0,0.011000000000000001,2015-11-21,1.65,0.55,3000,1.2,0.0,0,1.53,0.24,6400,1.55,0.52,3000,0.3,0.14,105.5,0.563,1.53,0.44,3500,1.55,0.52,3000,1.2,0.05,25000,1.6,0.67,2400,1.6,0.0,0,0.8,0.3,0.2,0.0,0.2,0.02,2.5,19578,16,-1.41,11,0.1,0.04,74.8,0.3,0.1,0.2,0.8,2016,1.53,0.0,0,0.1,0.01,0.1,0.132,0.4,0.098,0.45,16.9,1.58,1.58,10
2343,21,0,,SF,4,1994-05-08,2991184,0,Sam,81,False,True,Dekker,3734,Sam Dekker,0,SF,2,0,0,sam-dekker,dekkesa01,10,,230,5478,0.0,0.0,0.0,0.0,2015-11-21,0.0,0.0,3000,0.0,0.0,0,0.0,0.0,5000,0.0,0.0,3000,0.0,0.0,0.0,0.0,0.0,0.0,3500,0.0,0.0,3000,0.0,0.0,35000,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19582,10,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
2344,22,0,,PG,2,1992-10-09,2531047,0,Jerian,77,True,True,Grant,3649,Jerian Grant,0,PG,3,0,0,jerian-grant,grantje02,20,,205,5479,2.0,0.152,0.3,0.01,2015-11-21,16.88,5.12,3300,13.88,0.0,0,15.9,2.5,6350,15.9,4.08,3900,2.7,0.141,108.0,0.551,15.84,4.4,3600,16.03,4.58,3500,13.88,0.31,45000,16.78,5.99,2800,16.13,0.0,0,6.9,3.1,2.2,1.7,0.96,0.44,20.8,19582,20,-5.69,10,1.0,0.06,95.3,1.4,0.2,2.0,8.1,2016,15.53,0.0,0,0.6,0.015,1.5,0.182,3.7,0.1,0.515,21.1,15.94,15.94,10
2350,21,0,,PF,2,1994-05-24,3064517,0,Jarell,82,False,True,Martin,3715,Jarell Martin,10,PF,2,0,0,jarell-martin,martija01,14,,235,5485,0.0,0.0,0.0,0.0,2015-11-21,0.0,0.0,3000,0.0,0.0,0,0.0,0.0,5000,0.0,0.0,3000,0.0,0.0,0.0,0.0,0.0,0.0,3500,0.0,0.0,3000,0.0,0.0,50000,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19583,14,0.0,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
2357,21,0,,PF,3,1994-01-26,2991055,0,Montrezl,80,True,True,Harrell,3724,Montrezl Harrell,0,PF,2,0,0,montrezl-harrell,harremo01,10,,240,5492,0.1,0.113,0.0,0.013000000000000001,2015-11-21,7.23,2.41,3000,5.33,0.0,0,6.3,1.07,5900,7.18,2.39,3000,1.6,0.131,103.5,0.438,7.09,2.03,3500,7.18,2.02,3550,5.33,0.21,25000,7.23,3.29,2200,7.18,0.0,0,3.7,1.6,1.6,0.0,0.21,0.02,12.2,19582,10,-1.85,20,0.1,0.069,96.2,0.1,0.0,1.6,4.8,2016,7.15,0.0,0,0.1,0.015,0.1,0.129,1.7,0.1,0.536,19.3,7.09,7.09,10
2360,21,0,,C,3,1994-05-27,2999409,0,Guillermo,83,False,True,Hernangomez,3754,Guillermo Hernangomez,0,C,1,0,0,guillermo-hernangomez,hernawi01,20,,255,5495,0.2,0.106,0.0,0.016,2015-11-21,1.6,0.0,0,1.2,0.0,0,1.5,0.0,0,1.48,0.0,0,0.3,0.122,112.3,0.643,1.48,0.0,0,1.5,0.0,0,1.2,0.0,0,1.55,0.0,0,1.55,0.0,0,0.7,0.3,0.2,0.0,0.18,0.01,2.0,19582,20,-0.89,10,0.1,0.035,89.5,0.3,0.1,0.2,0.8,2016,1.45,0.0,0,0.0,0.012,0.1,0.105,0.4,0.079,0.508,16.7,1.53,0.0,0
2361,23,0,,PF,3,1991-12-01,2596110,0,Rakeem,81,False,True,Christmas,3730,Rakeem Christmas,0,PF,2,0,0,rakeem-christmas,chrisra01,11,,250,5496,0.0,0.0,0.0,0.0,2015-11-21,0.0,0.0,3000,0.0,0.0,0,0.0,0.0,5000,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3500,0.0,0.0,3000,0.0,0.0,50000,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19578,11,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
2362,21,0,,PF,2,1993-10-19,2993370,0,Richaun,82,True,True,Holmes,3755,Richaun Holmes,22,PF,2,0,0,richaun-holmes,holmeri01,23,,245,5497,0.0,0.0,0.0,0.0,2015-11-21,0.0,0.0,3000,0.0,0.0,0,0.0,0.0,5000,0.0,0.0,3000,0.0,0.0,0.0,0.0,0.0,0.0,3700,0.0,0.0,3500,0.0,0.0,36500,0.0,0.0,2200,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19581,23,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
2363,22,0,,SF,3,1993-04-13,2578259,0,Darrun,78,True,True,Hilliard,3779,Darrun Hilliard,6,SG,3,0,0,darrun-hilliard,hillida01,8,,205,5498,0.0,0.095,0.0,0.013999999999999999,2015-11-21,0.33,0.11,3000,0.23,0.0,0,0.28,0.06,5000,0.33,0.11,3000,0.1,0.07400000000000001,93.4,0.75,0.32,0.09,3500,0.33,0.11,3000,0.23,0.0,50000,0.33,0.15,2200,0.33,0.0,0,0.2,0.1,0.1,0.0,0.08,0.01,0.6,19580,8,-0.32,30,0.0,0.049,63.3,0.1,0.0,0.1,0.2,2016,0.33,0.0,0,0.0,0.012,0.0,0.10099999999999999,0.1,0.061,0.41,17.3,0.32,0.32,10
2365,21,0,,SG,3,1993-09-15,2581190,0,Josh,78,True,True,Richardson,3770,Josh Richardson,0,SG,3,0,0,josh-richardson,richajo01,15,,200,5500,0.3,0.099,0.1,0.009000000000000001,2015-11-21,3.23,1.08,3000,2.48,0.0,0,3.05,0.61,5000,3.0,1.0,3000,0.5,0.125,104.9,0.577,2.99,0.85,3500,3.03,1.01,3000,2.48,0.07,35000,3.13,1.42,2200,3.13,0.0,0,1.3,0.5,0.3,0.0,0.31,0.04,4.5,19581,15,-1.06,23,0.2,0.05,92.4,0.5,0.2,0.4,1.5,2016,2.95,0.0,0,0.1,0.008,0.2,0.12300000000000001,0.7,0.08900000000000001,0.524,16.2,3.09,3.09,10
2368,23,0,,SG,2,1992-06-27,2528386,0,Joseph,74,True,True,Young,3717,Joseph Young,0,PG,3,0,0,joseph-young,youngjo01,11,,180,5503,0.2,0.065,0.1,0.009000000000000001,2015-11-21,3.1,0.0,0,2.35,0.0,0,2.93,0.0,0,2.9,0.97,3000,0.6,0.14300000000000002,101.1,0.569,2.86,0.82,3500,2.9,0.97,3000,2.35,0.08,30000,3.0,1.36,2200,3.0,0.0,0,1.4,0.5,0.4,0.2,0.71,0.07,4.5,19578,11,-1.37,16,0.2,0.039,85.7,0.6,0.2,0.4,1.4,2016,2.85,0.0,0,0.1,0.015,0.2,0.105,0.8,0.099,0.452,18.7,2.96,0.0,0
2369,20,0,,PG,3,1994-10-28,3064511,0,Andrew,78,False,True,Harrison,3606,Andrew Harrison,4,PG,3,0,0,andrew-harrison,harrian01,14,,210,5504,0.0,0.034,0.0,0.006999999999999999,2015-11-21,0.43,0.0,0,0.28,0.0,0,0.35,0.0,0,0.43,0.0,0,0.1,0.17,101.9,0.5,0.42,0.0,0,0.43,0.0,0,0.28,0.0,0,0.43,0.0,0,0.43,0.0,0,0.3,0.1,0.1,0.0,0.11,0.01,1.0,19583,14,-0.37,27,0.0,0.048,84.4,0.1,0.0,0.1,0.3,2016,0.43,0.0,0,0.0,0.01,0.0,0.07400000000000001,0.1,0.12,0.436,19.6,0.42,0.0,0
2376,21,0,,SF,3,1993-07-17,2578269,0,Tyler,76,False,True,Harvey,3752,Tyler Harvey,1,SG,3,0,0,tyler-harvey,harvety01,22,,185,5511,0.1,0.064,0.0,0.009000000000000001,2015-11-21,1.03,0.0,0,0.78,0.0,0,1.0,0.0,0,0.93,0.0,0,0.2,0.139,96.9,0.75,0.91,0.0,0,0.93,0.0,0,0.78,0.0,0,0.98,0.0,0,0.98,0.0,0,0.4,0.2,0.1,0.0,0.12,0.0,1.2,19577,22,-0.22,26,0.1,0.052000000000000005,85.0,0.2,0.1,0.2,0.5,2016,0.9,0.0,0,0.0,0.009000000000000001,0.1,0.098,0.3,0.096,0.563,16.1,0.96,0.0,0
2380,23,0,,PF,3,1992-04-22,2608716,0,Cady,81,False,True,Lalanne,3759,Cady Lalanne,0,PF,2,0,0,cady-lalanne,lalanca01,27,,242,5515,0.0,0.071,0.0,0.004,2015-11-21,0.23,0.0,0,0.18,0.0,0,0.2,0.0,0,0.23,0.0,0,0.1,0.098,103.4,0.0,0.22,0.0,0,0.23,0.0,0,0.18,0.0,0,0.23,0.0,0,0.23,0.0,0,0.1,0.0,0.0,0.0,0.07,0.0,0.4,19583,27,-0.17,14,0.0,0.061,74.7,0.0,0.0,0.0,0.1,2016,0.23,0.0,0,0.0,0.006999999999999999,0.0,0.08900000000000001,0.1,0.08,0.5,12.1,0.22,0.0,0
2387,0,0,Pittsburgh,SF,2,1991-08-12,2488721,0,Lamar,78,True,False,Patterson,3635,Lamar Patterson,13,SG,3,0,0,lamar-patterson,pattela01,1,,212,5359,0.9,0.08199999999999999,0.3,0.012,2015-11-21,11.6,3.87,3000,9.3,0.0,0,11.15,2.23,5000,10.85,3.62,3000,1.7,0.114,109.3,0.652,10.79,3.0,3600,10.9,3.63,3000,9.3,0.37,25000,11.25,5.11,2200,11.25,0.0,0,4.3,1.8,1.6,0.9,0.82,0.08,16.1,19579,1,-4.69,5,0.5,0.032,94.5,2.0,0.7,1.8,5.5,2016,10.68,0.0,0,0.7,0.019,0.7,0.149,2.2,0.07400000000000001,0.549,16.3,11.14,11.14,10
2389,30,0,,C,4,1985-05-08,3443,1,Sasha,83,True,False,Kaun,2969,Sasha Kaun,14,C,1,0,0,sasha-kaun,kaunsa01,5,,260,4518,0.0,0.147,0.0,0.02,2015-11-21,0.0,0.0,3000,0.0,0.0,0,0.0,0.0,5000,0.0,0.0,3200,0.0,0.10099999999999999,107.2,0.0,0.0,0.0,3500,0.0,0.0,3000,0.0,0.0,40000,0.0,0.0,2200,0.0,0.0,0,0.0,0.0,0.0,0.0,0.01,0.0,0.1,19579,5,-0.03,1,0.0,0.078,89.4,0.0,0.0,0.0,0.0,2016,0.0,0.0,0,0.0,0.019,0.0,0.253,0.0,0.099,0.0,17.1,0.0,0.0,10
2390,23,0,,PG,1,1992-03-25,2530530,1,T.J.,74,True,False,McConnell,3760,T.J. McConnell,12,PG,3,0,0,t-j-mcconnell,mccontj01,23,,200,5582,3.4,0.18899999999999997,0.5,0.012,2015-11-21,25.05,4.82,5200,20.8,0.0,0,24.03,2.72,8850,23.3,4.76,4900,4.3,0.162,104.4,0.56,23.38,4.58,5100,23.65,5.03,4700,20.8,0.27,77300,24.65,4.11,6000,24.05,0.0,0,9.1,3.9,2.5,2.0,1.0,1.0,30.5,19581,23,-2.89,15,1.1,0.042,99.9,2.4,0.8,2.6,10.6,2016,22.8,0.0,0,1.1,0.02,2.0,0.17300000000000001,5.4,0.1,0.52,18.3,23.78,11.32,21
2392,20,0,,PF,3,1995-09-27,3058254,1,Christian,83,True,False,Wood,3778,Christian Wood,35,FC,2,0,0,christian-wood,woodch01,23,,220,5583,0.0,0.083,0.0,0.016,2015-11-21,0.78,0.26,3000,0.63,0.0,0,0.7,0.14,5000,0.78,0.25,3100,0.2,0.155,109.3,0.5,0.76,0.21,3700,0.78,0.26,3000,0.63,0.01,44000,0.78,0.35,2200,0.78,0.0,0,0.3,0.1,0.1,0.0,0.12,0.01,1.1,19581,23,-0.78,15,0.1,0.055999999999999994,70.8,0.1,0.0,0.1,0.4,2016,0.78,0.0,0,0.0,0.015,0.0,0.059000000000000004,0.3,0.10300000000000001,0.581,17.0,0.76,0.76,10
2394,0,0,,C,3,1992-03-22,3033031,0,Walter,87,False,False,Tavares,3525,Walter Tavares,22,C,1,0,0,walter-tavares,tavarwa01,1,,265,5354,0.1,0.076,0.0,0.013000000000000001,2015-11-21,1.03,0.34,3000,0.73,0.0,0,0.98,0.2,5000,0.93,0.31,3000,0.2,0.14,110.0,0.6,0.91,0.26,3500,0.93,0.31,3000,0.73,0.02,40000,0.98,0.45,2200,0.98,0.0,0,0.5,0.2,0.1,0.0,0.14,0.01,1.4,19579,1,-0.24,5,0.1,0.11900000000000001,102.3,0.2,0.1,0.2,0.5,2016,0.9,0.0,0,0.0,0.016,0.1,0.079,0.3,0.13,0.46,18.0,0.96,0.96,10
2397,27,0,,,0,1988-08-15,4376,1,Boban,87,True,False,Marjanovic,3787,Boban Marjanovic,40,C,1,0,0,boban-marjanovic,marjabo01,27,,290,5524,0.0,0.0,0.0,0.0,2015-11-21,0.0,0.0,3000,0.0,0.0,0,0.0,0.0,5000,0.0,0.0,3000,0.0,0.0,0.0,0.0,0.0,0.0,3500,0.0,0.0,3000,0.0,0.0,25000,0.0,0.0,2200,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19583,27,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
2399,0,0,Houston,SF,4,1989-09-14,2579466,0,Jonathon,78,True,False,Simmons,3788,Jonathon Simmons,17,SF,2,0,0,jonathon-simmons,simmojo02,27,,195,5526,0.0,0.0,0.0,0.0,2015-11-21,0.0,0.0,3000,0.0,0.0,0,0.0,0.0,5000,0.0,0.0,3000,0.0,0.0,0.0,0.0,0.0,0.0,3500,0.0,0.0,3000,0.0,0.0,47000,0.0,0.0,2200,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19583,27,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
